    1	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    2	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    3	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    4	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    5	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    6	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
    7	0.00538	0.00378	1.00000	0.00270	0.00538	0.60000	0.00190	0.00378	0.00378
    8	0.08472	0.08099	0.56044	0.04582	0.08472	0.56098	0.04364	0.08099	0.08099
    9	0.41270	0.39864	0.59694	0.31536	0.41270	0.60489	0.29728	0.39864	0.39864
   10	0.53059	0.51615	0.64240	0.45193	0.53059	0.64667	0.42948	0.51615	0.51615
   11	0.55690	0.57248	0.77994	0.43306	0.55690	0.80343	0.44466	0.57248	0.57248
   12	0.62206	0.62769	0.74375	0.53459	0.62206	0.77757	0.52625	0.62769	0.62769
   13	0.68457	0.68897	0.74973	0.62983	0.68457	0.77742	0.61860	0.68897	0.68897
   14	0.72351	0.71839	0.77985	0.67475	0.72351	0.79403	0.65591	0.71839	0.71839
   15	0.76987	0.75914	0.79258	0.74843	0.76987	0.78422	0.73561	0.75914	0.75914
   16	0.77603	0.77621	0.77848	0.77358	0.77603	0.78940	0.76344	0.77621	0.77621
   17	0.78866	0.78851	0.80336	0.77448	0.78866	0.81457	0.76407	0.78851	0.78851
   18	0.79549	0.78820	0.79946	0.79155	0.79549	0.78207	0.79443	0.78820	0.78851
   19	0.80073	0.80946	0.80917	0.79245	0.80073	0.82990	0.79001	0.80946	0.80946
   20	0.80544	0.81833	0.84216	0.77179	0.80544	0.86154	0.77925	0.81833	0.81833
   21	0.83393	0.83650	0.82875	0.83917	0.83393	0.83810	0.83491	0.83650	0.83650
   22	0.84647	0.85112	0.85860	0.83468	0.84647	0.85991	0.84250	0.85112	0.85112
   23	0.85753	0.86532	0.87187	0.84367	0.85753	0.89082	0.84124	0.86532	0.86532
   24	0.85038	0.84469	0.87187	0.84367	0.85753	0.89082	0.84124	0.86532	0.86532
   25	0.85865	0.86006	0.83948	0.87871	0.85865	0.84058	0.88046	0.86006	0.86532
   26	0.86544	0.87074	0.88836	0.84367	0.86544	0.88555	0.85642	0.87074	0.87074
   27	0.86295	0.86224	0.88836	0.84367	0.86544	0.88555	0.85642	0.87074	0.87074
   28	0.87297	0.87543	0.85456	0.89218	0.87297	0.85611	0.89564	0.87543	0.87543
   29	0.87483	0.87528	0.87366	0.87601	0.87483	0.88288	0.86781	0.87528	0.87543
   30	0.87450	0.86800	0.87366	0.87601	0.87483	0.88288	0.86781	0.87528	0.87543
   31	0.88101	0.87575	0.88061	0.88140	0.88101	0.87995	0.87160	0.87575	0.87575
   32	0.87687	0.88208	0.88061	0.88140	0.88101	0.87995	0.87160	0.87575	0.88208
   33	0.87385	0.88686	0.88061	0.88140	0.88101	0.87995	0.87160	0.87575	0.88686
   34	0.88403	0.88854	0.86177	0.90746	0.88403	0.87022	0.90765	0.88854	0.88854
   35	0.89076	0.88868	0.88060	0.90117	0.89076	0.87879	0.89880	0.88868	0.88868
   36	0.88478	0.89352	0.88060	0.90117	0.89076	0.87879	0.89880	0.88868	0.89352
   37	0.89275	0.88741	0.88448	0.90117	0.89275	0.88741	0.88741	0.88741	0.89352
   38	0.89058	0.89544	0.88448	0.90117	0.89275	0.88741	0.88741	0.88741	0.89544
   39	0.89018	0.89182	0.88448	0.90117	0.89275	0.88741	0.88741	0.88741	0.89544
   40	0.88790	0.89263	0.88448	0.90117	0.89275	0.88741	0.88741	0.88741	0.89544
   41	0.89193	0.89278	0.88448	0.90117	0.89275	0.88741	0.88741	0.88741	0.89544
   42	0.89384	0.88910	0.86990	0.91914	0.89384	0.87363	0.90512	0.88910	0.89544
   43	0.89634	0.89761	0.88042	0.91285	0.89634	0.89145	0.90386	0.89761	0.89761
   44	0.89631	0.90047	0.88042	0.91285	0.89634	0.89145	0.90386	0.89761	0.90047
   45	0.89585	0.89991	0.88042	0.91285	0.89634	0.89145	0.90386	0.89761	0.90047
   46	0.90489	0.90596	0.89534	0.91465	0.90489	0.89807	0.91398	0.90596	0.90596
   47	0.89789	0.90097	0.89534	0.91465	0.90489	0.89807	0.91398	0.90596	0.90596
   48	0.90044	0.89634	0.89534	0.91465	0.90489	0.89807	0.91398	0.90596	0.90596
   49	0.89860	0.89612	0.89534	0.91465	0.90489	0.89807	0.91398	0.90596	0.90596
   50	0.90869	0.90624	0.89676	0.92093	0.90869	0.89863	0.91398	0.90624	0.90624
